,recommend,sentiment_analysis,user_id,user_id,playtime_forever,developer,year,price,id,genres
26,1.0,2.0,76561198070565427,76561198064681833,0.0,ETGgames,2018.0,0.99,766850.0,"['Casual', 'Indie', 'Simulation']"
27,1.0,2.0,SavageEeEe,76561198006447937,,ProjectorGames,2018.0,,413120.0,"['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Simulation', 'Sports', 'Strategy']"
28,1.0,0.0,76561198076909484,76561198018908514,815.0,Unknown Indie Devs,2017.0,,773120.0,"['Adventure', 'Casual', 'Indie']"
29,1.0,2.0,KanadeTheNeko,GlebeHobo,0.0,The Commander,2018.0,8.99,754360.0,"['Action', 'Adventure', 'RPG']"
30,1.0,2.0,Leaf_Light_Moscow,76561198132110163,1333.0,"lalalaZero,Urbanoff",2018.0,0.99,716110.0,"['Adventure', 'Casual', 'Indie', 'RPG']"
31,1.0,2.0,GoAwayZach,76561198066581358,318.0,Strategy First,2006.0,6.99,1640.0,['Strategy']
32,1.0,2.0,76561198054540475,76561197968697949,48.0,Strategy First,2006.0,6.99,1630.0,['Strategy']
33,1.0,2.0,76561198085547365,76561198082748997,871.0,Outerlight Ltd.,2006.0,9.99,2400.0,"['Action', 'Indie', 'RPG']"
34,1.0,2.0,76561198061252210,ne21,174.0,Ultraint,2017.0,7.99,759920.0,"['Action', 'Indie', 'Strategy', 'Early Access']"
35,1.0,2.0,OfficialShroomsy,76561198033764158,6345.0,Seth Albertus,2018.0,,659780.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
36,1.0,2.0,boydeer,76561197967469174,0.0,TPM.CO SOFT WORKS,2017.0,10.99,603280.0,"['Action', 'Adventure', 'Indie', 'RPG']"
37,1.0,2.0,VVillis,suitingn,0.0,Wonderbox Games,2017.0,9.99,753110.0,"['Casual', 'Strategy', 'Early Access']"
38,1.0,2.0,76561198083226897,76561197963977595,183.0,Wonderbox Games,2017.0,9.99,753100.0,"['Action', 'Indie']"
39,1.0,2.0,76561198075277292,76561198062230377,0.0,Mad Unicorn Games,2017.0,1.99,764280.0,"['Action', 'Adventure', 'Casual']"
40,1.0,2.0,76561198028895010,76561198083244952,293.0,Emanon Studios,2017.0,0.99,758550.0,"['Adventure', 'Casual', 'Free to Play', 'Indie']"
41,1.0,2.0,76561198170198366,reprimere,68.0,GlyphX Games,2005.0,9.99,3800.0,['Action']
42,1.0,2.0,diego9031,76561197984092687,0.0,Introversion Software,2006.0,9.99,1520.0,"['Indie', 'Strategy']"
43,1.0,2.0,jarrodtrim,76561198070892581,27.0,Outerlight Ltd.,2006.0,9.99,2420.0,"['Action', 'Indie', 'RPG']"
44,1.0,2.0,76561198078738103,heinekens,0.0,Facepunch Studios,2006.0,9.99,4000.0,"['Indie', 'Simulation']"
45,1.0,2.0,76561198067936203,76561198053081570,7723.0,SimBin,2006.0,39.99,4230.0,['Racing']
46,1.0,2.0,76561198079770573,76561198100964374,0.0,Unknown Worlds Entertainment,2006.0,0,4900.0,"['Casual', 'Indie']"
47,1.0,2.0,76561198087586464,76561198109654503,6.0,"CINEMAX, s.r.o.",2006.0,4.99,2520.0,"['Casual', 'Indie']"
48,1.0,2.0,Derp-e,76561198070949279,771.0,Sick Puppies,2003.0,4.99,6200.0,['Strategy']
49,1.0,2.0,76561198070194565,jeffjose,0.0,Deepred,2006.0,4.99,6210.0,['Strategy']
50,1.0,2.0,Rivtex,76561198001324869,192.0,Funcom,2006.0,19.99,6300.0,"['Adventure', 'RPG']"
51,1.0,2.0,UTNerd24,Vicnick,0.0,Bugbear Entertainment,2006.0,9.99,2990.0,['Racing']
52,0.0,2.0,sandwiches1,wilsonufs,4.0,Bugbear Entertainment,2005.0,7.49,6220.0,['Racing']
53,1.0,2.0,76561198138053270,76561198044575627,24.0,"CAPCOM Co., Ltd.",2007.0,14.99,6510.0,"['Action', 'Adventure']"
54,1.0,2.0,lucaswerg,76561198087184037,1343.0,"FireFly Studios,Firaxis Games",2006.0,9.99,3980.0,['Strategy']
55,1.0,2.0,Life-Of-Blu,sythilian,55.0,Arkane Studios,2002.0,4.99,1700.0,['RPG']
56,1.0,2.0,CaptianAutismo,76561198022092016,1457.0,Funcom,2000.0,9.99,6310.0,"['Action', 'Adventure', 'RPG']"
57,1.0,2.0,76561198075895633,76561198083711394,0.0,Firaxis Games,2006.0,4.99,3990.0,['Strategy']
58,1.0,2.0,TheDropix101,POKESTEAM,133.0,PopTop,2003.0,9.99,7610.0,['Strategy']
59,1.0,2.0,kube134,youngwolf,227.0,"Firaxis Games,Feral Interactive (Mac)",2006.0,9.99,7600.0,['Strategy']
60,0.0,0.0,iamthekingofbrowntown,flamippo,250.0,PopTop,1998.0,4.99,7620.0,['Strategy']
61,1.0,2.0,MainScout,76561198096025044,10213.0,Elephant Games,2007.0,4.99,2540.0,"['Casual', 'Indie']"
62,1.0,2.0,yookobz,76561198084695981,0.0,"MicroProse Software, Inc",1995.0,4.99,7650.0,['Strategy']
63,1.0,2.0,Posiblydead,sherlock2727,103.0,"Crystal Dynamics,Feral Interactive (Mac)",2007.0,8.99,8000.0,"['Action', 'Adventure']"
64,1.0,2.0,Mossy_Gaming,76561198038487481,20018.0,"CAPCOM Co., Ltd.",2006.0,19.99,6550.0,['Action']
65,1.0,2.0,76561198102421718,madfighter44,652.0,Telltale Games,2006.0,19.99,8200.0,"['Action', 'Adventure']"
66,1.0,0.0,76561198087407319,76561198050686959,60.0,id Software,1996.0,4.99,2290.0,['Action']
67,1.0,2.0,76561198056741844,vaughanpwnyou,127.0,Freegamer,2007.0,,2570.0,"['Indie', 'RPG']"
68,1.0,2.0,sad-commie,04061993,0.0,Telltale Games,2006.0,19.99,8210.0,"['Action', 'Adventure']"
69,1.0,2.0,76561198030567998,mayshowganmore,0.0,id Software,1995.0,4.99,2280.0,['Action']
70,0.0,2.0,76561198010674657,Nipsey,0.0,id Software,1995.0,14.99,9160.0,['Action']
71,1.0,2.0,Coldaniel,rick100,95.0,id Software,1994.0,4.99,2300.0,['Action']
72,1.0,2.0,therealmorty,TheKiwiMantis,75.0,id Software,1994.0,4.99,2270.0,['Action']
73,1.0,2.0,Berserklejerker,hurk2,0.0,Gray Matter Studios,2001.0,4.99,9010.0,['Action']
74,1.0,2.0,76561198061730629,TheApacheWarlord,6991.0,Ritual Entertainment,1997.0,2.99,9040.0,['Action']
75,1.0,2.0,YoHuNz,76561198050957747,0.0,id Software,1993.0,2.99,9000.0,['Action']
76,1.0,2.0,possessioniskey,76561198026960298,11.0,Terminal Reality,2003.0,9.99,3810.0,['Action']
77,1.0,2.0,76561198093112529,W33dl3y,0.0,Rogue Entertainment,2007.0,2.99,9030.0,['Action']
78,1.0,2.0,76561198060447950,Achillesm,304.0,id Software,2007.0,4.99,2310.0,['Action']
79,1.0,2.0,whiteofwolfing,76561198043516885,0.0,Metamorf,2007.0,4.99,3230.0,['Strategy']
80,1.0,2.0,sergarino,Auralux,0.0,Relic Entertainment,2006.0,12.99,9310.0,['Strategy']
81,1.0,2.0,76561198081962345,nofeardave83,0.0,"2K Boston,2K Australia",2007.0,19.99,7670.0,"['Action', 'RPG']"
82,1.0,0.0,76561198073210139,djcorrosive,,Relic Entertainment,2006.0,12.99,4570.0,['Strategy']
83,1.0,2.0,Nozomikat,Omeghas,0.0,Relic Entertainment,2006.0,12.99,4580.0,['Strategy']
84,1.0,2.0,xfluttersx,76561198087919452,18.0,The Creative Assembly,2004.0,9.99,4760.0,['Strategy']
85,1.0,2.0,76561198056290589,76561198065145032,11.0,The Creative Assembly,2006.0,4.99,4770.0,['Strategy']
86,0.0,2.0,ii_voltage_ii,76561198002127486,3258.0,Big Fish Games,2007.0,6.99,50970.0,['Casual']
87,1.0,2.0,76561198097762318,CoyPariah,0.0,Rockstar North,1998.0,,12170.0,['Action']
88,1.0,2.0,Hirukaz,76561198045714879,270.0,Rockstar North,1999.0,,12180.0,['Action']
89,1.0,2.0,StelerForYou,76561198074945020,324.0,Rockstar North,2004.0,9.99,12130.0,['Action']
90,1.0,2.0,76561198183396245,76561198033924084,0.0,Rockstar San Diego,2003.0,9.99,12160.0,['Racing']
91,0.0,2.0,Xx-Woods,76561198035579456,0.0,Remedy Entertainment,2003.0,9.99,12150.0,['Action']
92,1.0,2.0,kevinator23,bigmushroom,18.0,Crystal Dynamics,2006.0,6.99,7000.0,"['Action', 'Adventure']"
93,1.0,2.0,76561198090715178,76561198050557967,0.0,Remedy Entertainment,2001.0,9.99,12140.0,['Action']
94,1.0,2.0,CatsWhale,djnemonic,247.0,EA Los Angeles,2008.0,19.99,17480.0,['Strategy']
95,1.0,2.0,76561198073784601,PotatoSaun,0.0,Infinite Interactive,2007.0,9.99,12500.0,['Casual']
96,1.0,0.0,mimimomoma,stionk,340.0,Momentum Digital Media Technologies,2007.0,9.99,12310.0,"['RPG', 'Casual', 'Adventure']"
97,1.0,2.0,76561198102410011,Holly1999,0.0,"Gamebryo,Virtual Playground",2007.0,9.99,12510.0,['Strategy']
98,1.0,2.0,de_Butl3r,76561198105011167,104.0,SCS Software,2007.0,9.99,12530.0,"['Action', 'Adventure', 'Strategy']"
99,1.0,2.0,76561198027947401,76561198032354744,0.0,SCS Software,2007.0,9.99,12520.0,['Racing']
100,1.0,2.0,Bluezap1,firestarter2001,493.0,Pivotal Games,2008.0,5.99,8100.0,['Action']
101,1.0,2.0,76561198074200011,NGPriest,4.0,Bohemia Interactive,2007.0,7.99,2780.0,['Action']
102,1.0,2.0,jonasdbomb,NOTHING_BUT_STAR_WARS,0.0,,2006.0,9.99,9730.0,['Simulation']
103,1.0,2.0,L1J1N,76561198068935240,1067.0,Spellbound,2006.0,9.99,9710.0,['Action']
104,1.0,2.0,Lord_Exploit,76561198055252076,14.0,Haggard Games,2007.0,4.99,9800.0,"['Action', 'Adventure']"
105,0.0,1.0,AVATAR715,76561198056801459,8304.0,Eugen Systems,2006.0,2.99,9760.0,['Action']
106,1.0,2.0,YieuwMage,76561198020142891,0.0,"Frontier,Aspyr (Mac)",2006.0,19.99,2700.0,"['Simulation', 'Strategy']"
107,1.0,0.0,76561198078752187,76561198075754096,4604.0,Eugen Systems,2005.0,2.99,2710.0,['Action']
108,1.0,2.0,A-Very-Sly-Person,76561198054752011,237.0,"Epic Games, Inc.",2003.0,14.99,13200.0,['Action']
109,1.0,0.0,76561198211054671,Lynchy013,23.0,"Epic Games, Inc.",1998.0,9.99,13250.0,['Action']
110,1.0,2.0,76561197994493402,76561198068586198,0.0,Sanzaru Games,2008.0,4.99,13000.0,"['Casual', 'Indie']"
111,0.0,2.0,Koolcaz12,movrex,22512.0,Ubisoft,2003.0,9.99,13560.0,['Action']
112,1.0,2.0,76561198065656175,jomerboy,0.0,Crytek Studios,2004.0,9.99,13520.0,['Action']
113,1.0,2.0,76561198188979775,cwalk128,11.0,"Epic Games, Inc.",2000.0,9.99,13240.0,['Action']
114,1.0,2.0,97396295,doctorwho1233,0.0,Ubisoft Montreal,2006.0,9.99,13540.0,['Action']
115,1.0,2.0,76561198126640317,brysanbb,72.0,Ubisoft,2005.0,9.99,15210.0,['Simulation']
116,1.0,2.0,DemonicWolvz,1337lolroflmao,413.0,Last Day of Work,2008.0,9.99,16180.0,"['Casual', 'Simulation']"
117,1.0,2.0,DieMadchenschanderin,nebuze,20.0,SpinTop Games,2008.0,4.99,3520.0,['Casual']
118,0.0,2.0,GGargula,AshphaltT2,0.0,MumboJumbo,2008.0,9.99,15970.0,['Casual']
119,1.0,2.0,Myther43,76561197994196557,138.0,MumboJumbo,2008.0,9.99,15950.0,['Casual']
120,1.0,0.0,getf0kinn0sc0pedm9,76561198070544779,471.0,MumboJumbo,2008.0,9.99,15960.0,['Casual']
121,1.0,2.0,76561198141443390,76561198029305404,3375.0,MumboJumbo,2008.0,9.99,15900.0,['Casual']
122,1.0,0.0,76561198097333029,Emillllllllllllllllllllllll,99.0,MumboJumbo,2005.0,9.99,15910.0,['Casual']
123,1.0,2.0,whodafuqisthisguilao,76561198037933737,219.0,MumboJumbo,2007.0,9.99,15930.0,['Casual']
124,1.0,2.0,Magjiikal,kirbysmashed,0.0,Ubisoft,2007.0,9.99,15160.0,['Simulation']
125,1.0,2.0,ohnospaghet,76561198083649599,0.0,MumboJumbo,2005.0,9.99,15920.0,['Casual']
126,1.0,2.0,76561198050347115,76561198164396715,4.0,"Ubisoft Bulgaria,Ubisoft Montpellier",2007.0,9.99,15080.0,"['Action', 'Adventure']"
127,1.0,2.0,2768820078,76561198097237279,0.0,Ubisoft Romania,2007.0,9.99,15200.0,['Simulation']
128,1.0,2.0,76561198056392326,DarkerPlaysGames,0.0,1C: Maddox Games,2006.0,9.99,15320.0,['Simulation']
129,0.0,2.0,2d4nk4m3,76561198056288892,69.0,Ubisoft Romania,2008.0,9.99,15240.0,['Simulation']
130,1.0,2.0,76561198078478151,76561198038374904,410.0,Telltale Games,2005.0,9.99,8310.0,['Adventure']
131,1.0,2.0,exiaez,76561198087493270,65.0,"Merscom,Babylon",2005.0,9.99,12600.0,['Racing']
132,1.0,2.0,76561198095921854,KillerThriller,39.0,Telltale Games,2006.0,9.99,8320.0,['Adventure']
133,1.0,2.0,EizanAratoFujimaki,76561198080114716,1084.0,BigAnt Studios,2008.0,9.99,12590.0,['Racing']
134,1.0,2.0,TeCool,76561197996524718,14.0,Zemnott,2008.0,9.99,12580.0,
135,1.0,2.0,2xDelorean,MoneyMaster55,24.0,Gabriel Entertainment,2007.0,9.99,12560.0,['Simulation']
136,0.0,2.0,washington_,gemaman2,2825.0,Zemnott,2008.0,9.99,12570.0,
137,1.0,2.0,jewxxl,CmonGiveMeATripleKill,0.0,Zemnott,2007.0,9.99,12540.0,['Casual']
138,1.0,2.0,76561198088944293,76561198089360040,16223.0,Frogwares,2008.0,9.99,11050.0,['Adventure']
139,1.0,2.0,76561198092540221,76561198105566019,13191.0,Eurocom,2008.0,,10520.0,['Sports']
140,1.0,2.0,76561198051258119,shadrixt,0.0,Frogwares,2008.0,9.99,11040.0,"['Adventure', 'RPG']"
141,1.0,2.0,nubquake123,EdSheeranFan,0.0,"Luc Bernard,SilverSphereStudios",2008.0,4.99,19500.0,"['Adventure', 'Indie']"
142,1.0,2.0,Pyromanic,spooksies,51.0,Lesta Studio,2007.0,7.99,11260.0,"['Simulation', 'Strategy']"
143,1.0,2.0,76561198109656922,76561198092492252,55.0,Dialogue Design,2008.0,4.99,19200.0,"['Action', 'Indie']"
144,1.0,0.0,CobRazor,76561198071901614,5.0,Bugbear Entertainment,2008.0,19.99,12360.0,['Racing']
145,1.0,2.0,relesprit,gooz3,0.0,Oddworld Inhabitants,1998.0,2.99,15710.0,['Adventure']
146,1.0,2.0,WitchHunter4542,hobom8,466.0,Oddworld Inhabitants,1997.0,2.99,15700.0,['Adventure']
147,1.0,2.0,pwrt,killahmatic,1.0,SimBin,2008.0,7.99,8660.0,['Racing']
148,1.0,2.0,wantmahbody,76561198048579527,37.0,"MicroProse Software, Inc",2001.0,4.99,7770.0,['Strategy']
149,0.0,0.0,76561198115868847,ShamPowWow,3109.0,"MicroProse Software, Inc",1997.0,4.99,7660.0,['Strategy']
150,1.0,2.0,benedictcuminherbatch,76561198079876444,11924.0,"MicroProse Software, Inc",1993.0,4.99,7760.0,['Strategy']
151,1.0,2.0,76561198031207016,hedged,0.0,GSC Game World,2008.0,9.99,20510.0,"['Action', 'RPG']"
152,1.0,0.0,76561198043458582,katarinka,0.0,Crytek,2008.0,19.99,17330.0,['Action']
153,1.0,2.0,smashiroshh,76561198071173054,37278.0,Crytek,2007.0,19.99,17300.0,['Action']
154,1.0,2.0,shark854,benoz11,0.0,"MicroProse Software, Inc",1998.0,4.99,7730.0,['Strategy']
155,1.0,2.0,killbunny38,Shihad,400.0,CD PROJEKT RED,2008.0,9.99,20900.0,"['Action', 'RPG']"
156,0.0,2.0,76561198047630659,Black2Darketh,0.0,Introversion Software,2008.0,9.99,1530.0,['Indie']
157,1.0,2.0,1337lolroflmao,pizzerman,190.0,SimBin,2008.0,2.99,8690.0,['Racing']
158,0.0,2.0,sithjjf,shez13,0.0,"Tilted Mill Entertainment, Inc.",2008.0,2.49,17120.0,"['Strategy', 'Simulation']"
159,0.0,2.0,76561198060039459,76561198007510322,553.0,Firaxis Games,2008.0,19.99,16810.0,['Strategy']
160,0.0,2.0,OzfurAtlas,76561198007041072,0.0,"Red Storm Entertainment,Ubisoft Montreal",2003.0,9.99,19830.0,['Action']
161,0.0,2.0,76561198065593074,henrikingi,0.0,Traveller's Tales,2008.0,19.99,21000.0,"['Action', 'Adventure']"
162,0.0,2.0,76561198044169764,aaronryuchi,1.0,Monte Cristo,2008.0,9.99,4460.0,"['Simulation', 'Strategy']"
163,1.0,2.0,euzi,E_kitsune,0.0,"Tilted Mill Entertainment, Inc.",2008.0,9.99,17140.0,"['RPG', 'Strategy']"
164,0.0,2.0,76561198074935997,76561198007948569,0.0,Gearbox Software,2008.0,9.99,15390.0,['Action']
165,1.0,2.0,76561197961778802,shenjee,248.0,Dark Castle Software,2008.0,4.99,21300.0,"['Indie', 'Casual']"
166,1.0,2.0,lucasrash,76561198036063257,0.0,Techland,2006.0,4.99,3050.0,['Racing']
167,0.0,2.0,76561198016602703,76561198103102317,92.0,Nival,2006.0,9.99,15380.0,['Strategy']
168,1.0,2.0,thisissohardtomakeoneup,obcs,46.0,Gearbox Software,2005.0,9.99,19800.0,['Action']
169,1.0,2.0,76561198087010391,ambosse,0.0,Nival,2007.0,9.99,15370.0,['Strategy']
170,0.0,2.0,66666669999999,76561198069244100,7614.0,Blue Byte,2008.0,19.99,19930.0,['Strategy']
171,1.0,2.0,76561198061174192,CharlesSwan,57.0,Ubisoft,2007.0,9.99,15350.0,['Casual']
172,1.0,2.0,ReMiXOfficalSteam,76561198014855015,106.0,Red Storm Entertainment,2002.0,9.99,19810.0,['Action']
173,1.0,2.0,Wilfire77,killzonator,0.0,"PopCap Games, Inc.",2008.0,4.99,3540.0,['Casual']
174,1.0,2.0,76561198084390807,theytookpsshhh,0.0,2D BOY,2008.0,9.99,22000.0,['Indie']
175,0.0,2.0,Mastic,Device600,5.0,Egosoft,2008.0,15.99,2820.0,"['Action', 'Simulation', 'Strategy']"
176,1.0,2.0,76561198028286104,76561198080248619,310.0,Sandstorm Productions,2008.0,0,1230.0,['Action']
177,1.0,2.0,tarjla,TaylorSinclair,1529.0,Shorebound Studios,2008.0,4.99,18300.0,"['Casual', 'Indie']"
178,0.0,2.0,deathnz1,76561198046288773,,Perpetual FX Creative,2008.0,19.99,20200.0,"['Indie', 'Casual', 'Sports']"
179,1.0,2.0,readingthis4noobs,76561198091853211,6657.0,Rockstar New England,2008.0,14.99,12200.0,"['Action', 'Adventure']"
180,1.0,2.0,76561198104393251,TylerTheMighty,0.0,Ubisoft Montreal,2008.0,9.99,19900.0,['Action']
181,1.0,2.0,76561198075322986,killerofsleep,593.0,Meridian4,2008.0,4.99,11240.0,"['Action', 'Indie', 'Strategy']"
182,1.0,2.0,redsncrimson,76561197983367658,324.0,RailSimulator.com,2009.0,4.99,256522.0,['Simulation']
183,1.0,2.0,76561198151910904,goldghost,0.0,RailSimulator.com,2009.0,4.99,275144.0,['Simulation']
184,1.0,2.0,H1DD3NT3RR0R,MRSALM0N,47.0,RailSimulator.com,2009.0,4.99,256521.0,['Simulation']
185,1.0,2.0,76561198071214618,76561198065000069,0.0,Reppo,2009.0,4.99,222569.0,['Simulation']
186,1.0,2.0,76561198115115631,H1DR4,524.0,RailSimulator.com,2009.0,4.99,256535.0,['Simulation']
187,1.0,2.0,76561198071175142,telcus,150.0,Dovetail Games,2009.0,4.99,256611.0,['Simulation']
188,1.0,2.0,t8s,ohsotechnicolor,333.0,Dovetail Games,2009.0,4.99,256576.0,['Simulation']
189,1.0,2.0,pikawuu2,76561198016407866,3025.0,Volition,2009.0,9.99,9480.0,['Action']
190,1.0,2.0,Sammeh00,speddoman,343.0,EA Redwood Shores,2008.0,19.99,17470.0,['Action']
191,1.0,0.0,Michaelele,76561198089131001,204.0,Liquid Entertainment,2008.0,9.99,12770.0,['RPG']
192,1.0,0.0,76561198045754869,76561198051316452,5854.0,DICE,2009.0,19.99,17410.0,"['Action', 'Adventure']"
193,1.0,2.0,76561198076098774,pekingduckman,0.0,Hidden Path Entertainment,2008.0,9.99,18500.0,"['Indie', 'Strategy']"
194,1.0,2.0,76561198103253374,76561198073733242,692.0,Monolith,2009.0,14.99,16450.0,['Action']
195,1.0,2.0,76561198048417105,76561198005477736,780.0,Oxeye Game Studio,2008.0,7.99,15400.0,"['Strategy', 'Indie']"
196,1.0,2.0,76561198090842891,Dfeneck,140.0,Inventive Dingo,2007.0,9.99,18600.0,"['Indie', 'Strategy']"
197,0.0,2.0,76561198055767971,76561198048656058,0.0,Meridian4,2009.0,4.99,11340.0,"['Action', 'Indie']"
198,1.0,2.0,76561197998052647,zamplekung,0.0,Black Sea Studios Ltd,2005.0,9.99,25830.0,['Strategy']
199,0.0,2.0,adohya343,76561198047624383,32.0,Realmforge Studios,2009.0,5.99,23460.0,"['Action', 'Adventure', 'Strategy']"
200,1.0,2.0,76561198145436942,76561198042825339,5.0,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009.0,2.99,10600.0,['Strategy']
201,0.0,1.0,jjas01,Mett6,13.0,Deadline Games,2009.0,4.99,21010.0,['Action']
202,1.0,2.0,3xotic26,bwolf7803,348.0,Frictional Games,2007.0,9.99,22180.0,"['Action', 'Adventure', 'Indie']"
203,1.0,2.0,iamthetrashlord,76561198075193579,0.0,"Epic Games, Inc.",2007.0,19.99,13210.0,['Action']
204,1.0,2.0,3dster,ryanalcock,1067.0,Radon Labs,2009.0,9.99,12640.0,['RPG']
205,1.0,2.0,76561198079990063,Goldosingah,44.0,Certain Affinity™,2009.0,,21600.0,"['Casual', 'Strategy']"
206,1.0,2.0,Forty-Nine,joeljoeljoeljoel,0.0,Tale of Tales,2008.0,4.99,27020.0,"['Indie', 'Simulation']"
207,1.0,2.0,76561198051017916,azhtek,0.0,Criterion Games,2009.0,19.99,24740.0,['Racing']
208,1.0,2.0,L4M1NAS,04536829290339393838,0.0,Zombie Master Team,2009.0,,90047.0,['Action']
209,0.0,2.0,76561198096766604,76561198057349395,0.0,Twisted Pixel Games,2009.0,9.99,26000.0,"['Action', 'Indie']"
210,1.0,2.0,76561197995322437,Memescometrue,43.0,Twisted Pixel Games,2009.0,1.25,26006.0,"['Action', 'Indie']"
211,1.0,2.0,imsojipper,ultrararepepes,105.0,Twisted Pixel Games,2009.0,1.25,26005.0,"['Action', 'Indie']"
212,1.0,2.0,76561198084542731,DFTG,668.0,IonFX,2009.0,4.99,11330.0,"['Casual', 'Indie']"
213,1.0,2.0,76561198103671881,76561198044203764,977.0,Llamasoft LTD,2009.0,9.99,27800.0,['Indie']
214,1.0,0.0,mrpfresh,jet_Mate,39.0,"InnoGlow,Stormregion,THQ Nordic",2009.0,14.99,9850.0,"['Simulation', 'Strategy']"
215,1.0,2.0,GamerFag,zXRawRXz,0.0,SpinTop Games,2009.0,4.99,3600.0,['Casual']
216,0.0,2.0,EHS-R3AP3R,76561198077072857,512.0,ArenaNet®,2006.0,19.99,29580.0,"['RPG', 'Massively Multiplayer']"
217,1.0,2.0,chidori_647,rkea,90.0,ArenaNet®,2005.0,19.99,29540.0,"['RPG', 'Massively Multiplayer']"
218,1.0,2.0,76561198092227136,flamippo,622.0,ArenaNet®,2006.0,19.99,29560.0,"['RPG', 'Massively Multiplayer']"
219,1.0,2.0,hellcat59,DeadWinger,1119.0,ArenaNet®,2008.0,29.99,29570.0,"['Massively Multiplayer', 'RPG']"
220,1.0,2.0,76561198007584361,76561198010436866,81.0,Infinite Interactive,2009.0,14.99,23700.0,['Casual']
221,1.0,2.0,tbimperator,76561198053993764,225.0,MumboJumbo,2009.0,9.99,16060.0,['Casual']
