,recommend,sentiment_analysis,user_id,user_id,playtime_forever,developer,year,price,id,genres
200,1.0,2.0,76561198145436942,76561198065366729,,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009.0,2.99,10600.0,['Strategy']
201,0.0,1.0,jjas01,AussieGrimm,31.0,Deadline Games,2009.0,4.99,21010.0,['Action']
202,1.0,2.0,3xotic26,76561198061057790,514.0,Frictional Games,2007.0,9.99,22180.0,"['Action', 'Adventure', 'Indie']"
203,1.0,2.0,iamthetrashlord,PhireBird,58.0,"Epic Games, Inc.",2007.0,19.99,13210.0,['Action']
204,1.0,2.0,3dster,76561198046418559,16.0,Radon Labs,2009.0,9.99,12640.0,['RPG']
205,1.0,2.0,76561198079990063,76561198056741844,0.0,Certain Affinity™,2009.0,,21600.0,"['Casual', 'Strategy']"
206,1.0,2.0,Forty-Nine,76561198053868175,0.0,Tale of Tales,2008.0,4.99,27020.0,"['Indie', 'Simulation']"
207,1.0,2.0,76561198051017916,actionwalrus,0.0,Criterion Games,2009.0,19.99,24740.0,['Racing']
208,1.0,2.0,L4M1NAS,AlienMan180,1099.0,Zombie Master Team,2009.0,,90047.0,['Action']
209,0.0,2.0,76561198096766604,76561198042333608,1873.0,Twisted Pixel Games,2009.0,9.99,26000.0,"['Action', 'Indie']"
210,1.0,2.0,76561197995322437,76561198074898069,1548.0,Twisted Pixel Games,2009.0,1.25,26006.0,"['Action', 'Indie']"
211,1.0,2.0,imsojipper,76561198089093825,1201.0,Twisted Pixel Games,2009.0,1.25,26005.0,"['Action', 'Indie']"
212,1.0,2.0,76561198084542731,76561197997129113,41.0,IonFX,2009.0,4.99,11330.0,"['Casual', 'Indie']"
213,1.0,2.0,76561198103671881,76561198094255298,0.0,Llamasoft LTD,2009.0,9.99,27800.0,['Indie']
214,1.0,0.0,mrpfresh,76561198035180166,181.0,"InnoGlow,Stormregion,THQ Nordic",2009.0,14.99,9850.0,"['Simulation', 'Strategy']"
215,1.0,2.0,GamerFag,76561198135400044,0.0,SpinTop Games,2009.0,4.99,3600.0,['Casual']
216,0.0,2.0,EHS-R3AP3R,aussiesheila,286.0,ArenaNet®,2006.0,19.99,29580.0,"['RPG', 'Massively Multiplayer']"
217,1.0,2.0,chidori_647,emupantsu,0.0,ArenaNet®,2005.0,19.99,29540.0,"['RPG', 'Massively Multiplayer']"
218,1.0,2.0,76561198092227136,IamJunu,0.0,ArenaNet®,2006.0,19.99,29560.0,"['RPG', 'Massively Multiplayer']"
219,1.0,2.0,hellcat59,mikeyg74,0.0,ArenaNet®,2008.0,29.99,29570.0,"['Massively Multiplayer', 'RPG']"
220,1.0,2.0,76561198007584361,76561198063103245,0.0,Infinite Interactive,2009.0,14.99,23700.0,['Casual']
221,1.0,2.0,tbimperator,hjohnstone,1089.0,MumboJumbo,2009.0,9.99,16060.0,['Casual']
